from,to,degree,source,target
Data Science,Information Science,0,20,45
Data Science,Statistics,0,20,81
Data Science,Data Visualization,0,20,21
Data Science,Exploratory Data Analysis,0,20,32
Data Science,Information Design,0,20,44
Data Science,Interactive Data Visualization,0,20,46
Data Science,Descriptive Statistics,0,20,25
Data Science,Statistical Inference,0,20,78
Data Science,Statistical Graphics,0,20,77
Data Science,Data Analysis,0,20,16
Data Science,Infographic,0,20,42
Data Science,Edward Tufte,0,20,31
Data Science,Hadley Wickham,0,20,35
Data Science,Drew Conway,0,20,29
Data Science,Line Chart,0,20,51
Data Science,Bar Chart,0,20,3
Data Science,Histogram,0,20,39
Data Science,Scatterplot,0,20,70
Data Science,Boxplot,0,20,6
Data Science,Pareto Chart,0,20,60
Data Science,Pie Chart,0,20,63
Data Science,Area Chart,0,20,1
Data Science,Control Chart,0,20,14
Data Science,Run Chart,0,20,69
Data Science,Cartogram,0,20,10
Data Science,Small Multiple,0,20,73
Data Science,Sparkline,0,20,75
Data Science,Data,0,20,15
Data Science,Information,0,20,43
Data Science,Big Data,0,20,4
Data Science,Database,0,20,23
Data Science,Chartjunk,0,20,11
Data Science,Visual Perception,0,20,85
Data Science,Regression Analysis,0,20,67
Data Science,Statistical Model,0,20,80
Data Science,Misleading Graph,0,20,58
Data Science,Knowledge,0,20,49
Data Science,Data,0,20,15
Data Science,Statistics,0,20,81
Data Science,Data Mining,0,20,19
Data Science,Predictive Analytics,0,20,65
Data Science,Knowledge Discovery In Databases,0,20,50
Data Science,Mathematics,0,20,56
Data Science,Statistics,0,20,81
Data Science,Information Science,0,20,45
Data Science,Computer Science,0,20,13
Data Science,Signal Processing,0,20,72
Data Science,Probability Models,0,20,66
Data Science,Machine Learning,0,20,53
Data Science,Statistical Learning Theory,0,20,79
Data Science,Data Mining,0,20,19
Data Science,Database,0,20,23
Data Science,Data Engineering,0,20,18
Data Science,Pattern Recognition And Learning,0,20,61
Data Science,Data Visualization,0,20,21
Data Science,Predictive Analytics,0,20,65
Data Science,Uncertainty Modeling,0,20,83
Data Science,Data Warehousing,0,20,22
Data Science,Data Compression,0,20,17
Data Science,Computer Programming,0,20,12
Data Science,Artificial Intelligence,0,20,2
Data Science,High Performance Computing,0,20,38
Data Science,Big Data,0,20,4
Data Science,Machine Learning,0,20,53
Data Science,Machine Translation,0,20,54
Data Science,Speech Recognition,0,20,76
Data Science,Robotics,0,20,68
Data Science,Search Engines,0,20,71
Data Science,Digital Economy,0,20,26
Data Science,Biological Sciences,0,20,5
Data Science,Medical Informatics,0,20,57
Data Science,Health Care,0,20,37
Data Science,Social Sciences,0,20,74
Data Science,Humanities,0,20,40
Data Science,Economics,0,20,30
Data Science,Business,0,20,7
Data Science,Finance,0,20,33
Data Science,Data Mining,0,20,19
Data Science,Data Analysis,0,20,16
Data Science,Harvard Business Review,0,20,36
Data Science,The Data Incubator,0,20,82
Data Science,Datalogy,0,20,24
Data Science,Computer Science,0,20,13
Data Science,Peter Naur,0,20,62
Data Science,University Of Michigan,0,20,84
Data Science,Prasanta Chandra Mahalanobis,0,20,64
Data Science,Indian Statistical Institute,0,20,41
Data Science,Dj Patil,0,20,28
Data Science,Jeff Hammerbacher,0,20,48
Data Science,Statistics,0,20,81
Data Science,Forbes,0,20,34
Data Science,Buzzword,0,20,9
Data Science,Business Analytics,0,20,8
Data Science,American Statistical Association,0,20,0
Data Science,Nate Silver,0,20,59
Data Science,List Of Statistical Packages,0,20,52
Data Science,Digital Object Identifier,0,20,27
Data Science,Forbes,0,20,34
Data Science,International Standard Book Number,0,20,47
Data Science,International Standard Book Number,0,20,47
Data Science,Data Science,0,20,20
Data Science,Data Science,0,20,20
Data Science,Main Page,0,20,55
Data Science,Main Page,0,20,55
Main Page,Information Science,1,55,45
Main Page,Statistics,1,55,81
Main Page,Data Visualization,1,55,21
Main Page,Exploratory Data Analysis,1,55,32
Main Page,Information Design,1,55,44
Main Page,Interactive Data Visualization,1,55,46
Main Page,Descriptive Statistics,1,55,25
Main Page,Statistical Inference,1,55,78
Main Page,Statistical Graphics,1,55,77
Main Page,Data Analysis,1,55,16
Main Page,Infographic,1,55,42
Main Page,Edward Tufte,1,55,31
Main Page,Hadley Wickham,1,55,35
Main Page,Drew Conway,1,55,29
Main Page,Line Chart,1,55,51
Main Page,Bar Chart,1,55,3
Main Page,Histogram,1,55,39
Main Page,Scatterplot,1,55,70
Main Page,Boxplot,1,55,6
Main Page,Pareto Chart,1,55,60
Main Page,Pie Chart,1,55,63
Main Page,Area Chart,1,55,1
Main Page,Control Chart,1,55,14
Main Page,Run Chart,1,55,69
Main Page,Cartogram,1,55,10
Main Page,Small Multiple,1,55,73
Main Page,Sparkline,1,55,75
Main Page,Data,1,55,15
Main Page,Information,1,55,43
Main Page,Big Data,1,55,4
Main Page,Database,1,55,23
Main Page,Chartjunk,1,55,11
Main Page,Visual Perception,1,55,85
Main Page,Regression Analysis,1,55,67
Main Page,Statistical Model,1,55,80
Main Page,Misleading Graph,1,55,58
Main Page,Knowledge,1,55,49
Main Page,Data,1,55,15
Main Page,Statistics,1,55,81
Main Page,Data Mining,1,55,19
Main Page,Predictive Analytics,1,55,65
Main Page,Knowledge Discovery In Databases,1,55,50
Main Page,Mathematics,1,55,56
Main Page,Statistics,1,55,81
Main Page,Information Science,1,55,45
Main Page,Computer Science,1,55,13
Main Page,Signal Processing,1,55,72
Main Page,Probability Models,1,55,66
Main Page,Machine Learning,1,55,53
Main Page,Statistical Learning Theory,1,55,79
Main Page,Data Mining,1,55,19
Main Page,Database,1,55,23
Main Page,Data Engineering,1,55,18
Main Page,Pattern Recognition And Learning,1,55,61
Main Page,Data Visualization,1,55,21
Main Page,Predictive Analytics,1,55,65
Main Page,Uncertainty Modeling,1,55,83
Main Page,Data Warehousing,1,55,22
Main Page,Data Compression,1,55,17
Main Page,Computer Programming,1,55,12
Main Page,Artificial Intelligence,1,55,2
Main Page,High Performance Computing,1,55,38
Main Page,Big Data,1,55,4
Main Page,Machine Learning,1,55,53
Main Page,Machine Translation,1,55,54
Main Page,Speech Recognition,1,55,76
Main Page,Robotics,1,55,68
Main Page,Search Engines,1,55,71
Main Page,Digital Economy,1,55,26
Main Page,Biological Sciences,1,55,5
Main Page,Medical Informatics,1,55,57
Main Page,Health Care,1,55,37
Main Page,Social Sciences,1,55,74
Main Page,Humanities,1,55,40
Main Page,Economics,1,55,30
Main Page,Business,1,55,7
Main Page,Finance,1,55,33
Main Page,Data Mining,1,55,19
Main Page,Data Analysis,1,55,16
Main Page,Harvard Business Review,1,55,36
Main Page,The Data Incubator,1,55,82
Main Page,Datalogy,1,55,24
Main Page,Computer Science,1,55,13
Main Page,Peter Naur,1,55,62
Main Page,University Of Michigan,1,55,84
Main Page,Prasanta Chandra Mahalanobis,1,55,64
Main Page,Indian Statistical Institute,1,55,41
Main Page,Dj Patil,1,55,28
Main Page,Jeff Hammerbacher,1,55,48
Main Page,Statistics,1,55,81
Main Page,Forbes,1,55,34
Main Page,Buzzword,1,55,9
Main Page,Business Analytics,1,55,8
Main Page,American Statistical Association,1,55,0
Main Page,Nate Silver,1,55,59
Main Page,List Of Statistical Packages,1,55,52
Main Page,Digital Object Identifier,1,55,27
Main Page,Forbes,1,55,34
Main Page,International Standard Book Number,1,55,47
Main Page,International Standard Book Number,1,55,47
Main Page,Data Science,1,55,20
Main Page,Data Science,1,55,20
Main Page,Main Page,1,55,55
Main Page,Main Page,1,55,55
International Standard Book Number,Information Science,1,47,45
International Standard Book Number,Statistics,1,47,81
International Standard Book Number,Data Visualization,1,47,21
International Standard Book Number,Exploratory Data Analysis,1,47,32
International Standard Book Number,Information Design,1,47,44
International Standard Book Number,Interactive Data Visualization,1,47,46
International Standard Book Number,Descriptive Statistics,1,47,25
International Standard Book Number,Statistical Inference,1,47,78
International Standard Book Number,Statistical Graphics,1,47,77
International Standard Book Number,Data Analysis,1,47,16
International Standard Book Number,Infographic,1,47,42
International Standard Book Number,Edward Tufte,1,47,31
International Standard Book Number,Hadley Wickham,1,47,35
International Standard Book Number,Drew Conway,1,47,29
International Standard Book Number,Line Chart,1,47,51
International Standard Book Number,Bar Chart,1,47,3
International Standard Book Number,Histogram,1,47,39
International Standard Book Number,Scatterplot,1,47,70
International Standard Book Number,Boxplot,1,47,6
International Standard Book Number,Pareto Chart,1,47,60
International Standard Book Number,Pie Chart,1,47,63
International Standard Book Number,Area Chart,1,47,1
International Standard Book Number,Control Chart,1,47,14
International Standard Book Number,Run Chart,1,47,69
International Standard Book Number,Cartogram,1,47,10
International Standard Book Number,Small Multiple,1,47,73
International Standard Book Number,Sparkline,1,47,75
International Standard Book Number,Data,1,47,15
International Standard Book Number,Information,1,47,43
International Standard Book Number,Big Data,1,47,4
International Standard Book Number,Database,1,47,23
International Standard Book Number,Chartjunk,1,47,11
International Standard Book Number,Visual Perception,1,47,85
International Standard Book Number,Regression Analysis,1,47,67
International Standard Book Number,Statistical Model,1,47,80
International Standard Book Number,Misleading Graph,1,47,58
International Standard Book Number,Knowledge,1,47,49
International Standard Book Number,Data,1,47,15
International Standard Book Number,Statistics,1,47,81
International Standard Book Number,Data Mining,1,47,19
International Standard Book Number,Predictive Analytics,1,47,65
International Standard Book Number,Knowledge Discovery In Databases,1,47,50
International Standard Book Number,Mathematics,1,47,56
International Standard Book Number,Statistics,1,47,81
International Standard Book Number,Information Science,1,47,45
International Standard Book Number,Computer Science,1,47,13
International Standard Book Number,Signal Processing,1,47,72
International Standard Book Number,Probability Models,1,47,66
International Standard Book Number,Machine Learning,1,47,53
International Standard Book Number,Statistical Learning Theory,1,47,79
International Standard Book Number,Data Mining,1,47,19
International Standard Book Number,Database,1,47,23
International Standard Book Number,Data Engineering,1,47,18
International Standard Book Number,Pattern Recognition And Learning,1,47,61
International Standard Book Number,Data Visualization,1,47,21
International Standard Book Number,Predictive Analytics,1,47,65
International Standard Book Number,Uncertainty Modeling,1,47,83
International Standard Book Number,Data Warehousing,1,47,22
International Standard Book Number,Data Compression,1,47,17
International Standard Book Number,Computer Programming,1,47,12
International Standard Book Number,Artificial Intelligence,1,47,2
International Standard Book Number,High Performance Computing,1,47,38
International Standard Book Number,Big Data,1,47,4
International Standard Book Number,Machine Learning,1,47,53
International Standard Book Number,Machine Translation,1,47,54
International Standard Book Number,Speech Recognition,1,47,76
International Standard Book Number,Robotics,1,47,68
International Standard Book Number,Search Engines,1,47,71
International Standard Book Number,Digital Economy,1,47,26
International Standard Book Number,Biological Sciences,1,47,5
International Standard Book Number,Medical Informatics,1,47,57
International Standard Book Number,Health Care,1,47,37
International Standard Book Number,Social Sciences,1,47,74
International Standard Book Number,Humanities,1,47,40
International Standard Book Number,Economics,1,47,30
International Standard Book Number,Business,1,47,7
International Standard Book Number,Finance,1,47,33
International Standard Book Number,Data Mining,1,47,19
International Standard Book Number,Data Analysis,1,47,16
International Standard Book Number,Harvard Business Review,1,47,36
International Standard Book Number,The Data Incubator,1,47,82
International Standard Book Number,Datalogy,1,47,24
International Standard Book Number,Computer Science,1,47,13
International Standard Book Number,Peter Naur,1,47,62
International Standard Book Number,University Of Michigan,1,47,84
International Standard Book Number,Prasanta Chandra Mahalanobis,1,47,64
International Standard Book Number,Indian Statistical Institute,1,47,41
International Standard Book Number,Dj Patil,1,47,28
International Standard Book Number,Jeff Hammerbacher,1,47,48
International Standard Book Number,Statistics,1,47,81
International Standard Book Number,Forbes,1,47,34
International Standard Book Number,Buzzword,1,47,9
International Standard Book Number,Business Analytics,1,47,8
International Standard Book Number,American Statistical Association,1,47,0
International Standard Book Number,Nate Silver,1,47,59
International Standard Book Number,List Of Statistical Packages,1,47,52
International Standard Book Number,Digital Object Identifier,1,47,27
International Standard Book Number,Forbes,1,47,34
International Standard Book Number,International Standard Book Number,1,47,47
International Standard Book Number,International Standard Book Number,1,47,47
International Standard Book Number,Data Science,1,47,20
International Standard Book Number,Data Science,1,47,20
International Standard Book Number,Main Page,1,47,55
International Standard Book Number,Main Page,1,47,55
Digital Object Identifier,Information Science,1,27,45
Digital Object Identifier,Statistics,1,27,81
Digital Object Identifier,Data Visualization,1,27,21
Digital Object Identifier,Exploratory Data Analysis,1,27,32
Digital Object Identifier,Information Design,1,27,44
Digital Object Identifier,Interactive Data Visualization,1,27,46
Digital Object Identifier,Descriptive Statistics,1,27,25
Digital Object Identifier,Statistical Inference,1,27,78
Digital Object Identifier,Statistical Graphics,1,27,77
Digital Object Identifier,Data Analysis,1,27,16
Digital Object Identifier,Infographic,1,27,42
Digital Object Identifier,Edward Tufte,1,27,31
Digital Object Identifier,Hadley Wickham,1,27,35
Digital Object Identifier,Drew Conway,1,27,29
Digital Object Identifier,Line Chart,1,27,51
Digital Object Identifier,Bar Chart,1,27,3
Digital Object Identifier,Histogram,1,27,39
Digital Object Identifier,Scatterplot,1,27,70
Digital Object Identifier,Boxplot,1,27,6
Digital Object Identifier,Pareto Chart,1,27,60
Digital Object Identifier,Pie Chart,1,27,63
Digital Object Identifier,Area Chart,1,27,1
Digital Object Identifier,Control Chart,1,27,14
Digital Object Identifier,Run Chart,1,27,69
Digital Object Identifier,Cartogram,1,27,10
Digital Object Identifier,Small Multiple,1,27,73
Digital Object Identifier,Sparkline,1,27,75
Digital Object Identifier,Data,1,27,15
Digital Object Identifier,Information,1,27,43
Digital Object Identifier,Big Data,1,27,4
Digital Object Identifier,Database,1,27,23
Digital Object Identifier,Chartjunk,1,27,11
Digital Object Identifier,Visual Perception,1,27,85
Digital Object Identifier,Regression Analysis,1,27,67
Digital Object Identifier,Statistical Model,1,27,80
Digital Object Identifier,Misleading Graph,1,27,58
Digital Object Identifier,Knowledge,1,27,49
Digital Object Identifier,Data,1,27,15
Digital Object Identifier,Statistics,1,27,81
Digital Object Identifier,Data Mining,1,27,19
Digital Object Identifier,Predictive Analytics,1,27,65
Digital Object Identifier,Knowledge Discovery In Databases,1,27,50
Digital Object Identifier,Mathematics,1,27,56
Digital Object Identifier,Statistics,1,27,81
Digital Object Identifier,Information Science,1,27,45
Digital Object Identifier,Computer Science,1,27,13
Digital Object Identifier,Signal Processing,1,27,72
Digital Object Identifier,Probability Models,1,27,66
Digital Object Identifier,Machine Learning,1,27,53
Digital Object Identifier,Statistical Learning Theory,1,27,79
Digital Object Identifier,Data Mining,1,27,19
Digital Object Identifier,Database,1,27,23
Digital Object Identifier,Data Engineering,1,27,18
Digital Object Identifier,Pattern Recognition And Learning,1,27,61
Digital Object Identifier,Data Visualization,1,27,21
Digital Object Identifier,Predictive Analytics,1,27,65
Digital Object Identifier,Uncertainty Modeling,1,27,83
Digital Object Identifier,Data Warehousing,1,27,22
Digital Object Identifier,Data Compression,1,27,17
Digital Object Identifier,Computer Programming,1,27,12
Digital Object Identifier,Artificial Intelligence,1,27,2
Digital Object Identifier,High Performance Computing,1,27,38
Digital Object Identifier,Big Data,1,27,4
Digital Object Identifier,Machine Learning,1,27,53
Digital Object Identifier,Machine Translation,1,27,54
Digital Object Identifier,Speech Recognition,1,27,76
Digital Object Identifier,Robotics,1,27,68
Digital Object Identifier,Search Engines,1,27,71
Digital Object Identifier,Digital Economy,1,27,26
Digital Object Identifier,Biological Sciences,1,27,5
Digital Object Identifier,Medical Informatics,1,27,57
Digital Object Identifier,Health Care,1,27,37
Digital Object Identifier,Social Sciences,1,27,74
Digital Object Identifier,Humanities,1,27,40
Digital Object Identifier,Economics,1,27,30
Digital Object Identifier,Business,1,27,7
Digital Object Identifier,Finance,1,27,33
Digital Object Identifier,Data Mining,1,27,19
Digital Object Identifier,Data Analysis,1,27,16
Digital Object Identifier,Harvard Business Review,1,27,36
Digital Object Identifier,The Data Incubator,1,27,82
Digital Object Identifier,Datalogy,1,27,24
Digital Object Identifier,Computer Science,1,27,13
Digital Object Identifier,Peter Naur,1,27,62
Digital Object Identifier,University Of Michigan,1,27,84
Digital Object Identifier,Prasanta Chandra Mahalanobis,1,27,64
Digital Object Identifier,Indian Statistical Institute,1,27,41
Digital Object Identifier,Dj Patil,1,27,28
Digital Object Identifier,Jeff Hammerbacher,1,27,48
Digital Object Identifier,Statistics,1,27,81
Digital Object Identifier,Forbes,1,27,34
Digital Object Identifier,Buzzword,1,27,9
Digital Object Identifier,Business Analytics,1,27,8
Digital Object Identifier,American Statistical Association,1,27,0
Digital Object Identifier,Nate Silver,1,27,59
Digital Object Identifier,List Of Statistical Packages,1,27,52
Digital Object Identifier,Digital Object Identifier,1,27,27
Digital Object Identifier,Forbes,1,27,34
Digital Object Identifier,International Standard Book Number,1,27,47
Digital Object Identifier,International Standard Book Number,1,27,47
Digital Object Identifier,Data Science,1,27,20
Digital Object Identifier,Data Science,1,27,20
Digital Object Identifier,Main Page,1,27,55
Digital Object Identifier,Main Page,1,27,55
List Of Statistical Packages,Information Science,1,52,45
List Of Statistical Packages,Statistics,1,52,81
List Of Statistical Packages,Data Visualization,1,52,21
List Of Statistical Packages,Exploratory Data Analysis,1,52,32
List Of Statistical Packages,Information Design,1,52,44
List Of Statistical Packages,Interactive Data Visualization,1,52,46
List Of Statistical Packages,Descriptive Statistics,1,52,25
List Of Statistical Packages,Statistical Inference,1,52,78
List Of Statistical Packages,Statistical Graphics,1,52,77
List Of Statistical Packages,Data Analysis,1,52,16
List Of Statistical Packages,Infographic,1,52,42
List Of Statistical Packages,Edward Tufte,1,52,31
List Of Statistical Packages,Hadley Wickham,1,52,35
List Of Statistical Packages,Drew Conway,1,52,29
List Of Statistical Packages,Line Chart,1,52,51
List Of Statistical Packages,Bar Chart,1,52,3
List Of Statistical Packages,Histogram,1,52,39
List Of Statistical Packages,Scatterplot,1,52,70
List Of Statistical Packages,Boxplot,1,52,6
List Of Statistical Packages,Pareto Chart,1,52,60
List Of Statistical Packages,Pie Chart,1,52,63
List Of Statistical Packages,Area Chart,1,52,1
List Of Statistical Packages,Control Chart,1,52,14
List Of Statistical Packages,Run Chart,1,52,69
List Of Statistical Packages,Cartogram,1,52,10
List Of Statistical Packages,Small Multiple,1,52,73
List Of Statistical Packages,Sparkline,1,52,75
List Of Statistical Packages,Data,1,52,15
List Of Statistical Packages,Information,1,52,43
List Of Statistical Packages,Big Data,1,52,4
List Of Statistical Packages,Database,1,52,23
List Of Statistical Packages,Chartjunk,1,52,11
List Of Statistical Packages,Visual Perception,1,52,85
List Of Statistical Packages,Regression Analysis,1,52,67
List Of Statistical Packages,Statistical Model,1,52,80
List Of Statistical Packages,Misleading Graph,1,52,58
List Of Statistical Packages,Knowledge,1,52,49
List Of Statistical Packages,Data,1,52,15
List Of Statistical Packages,Statistics,1,52,81
List Of Statistical Packages,Data Mining,1,52,19
List Of Statistical Packages,Predictive Analytics,1,52,65
List Of Statistical Packages,Knowledge Discovery In Databases,1,52,50
List Of Statistical Packages,Mathematics,1,52,56
List Of Statistical Packages,Statistics,1,52,81
List Of Statistical Packages,Information Science,1,52,45
List Of Statistical Packages,Computer Science,1,52,13
List Of Statistical Packages,Signal Processing,1,52,72
List Of Statistical Packages,Probability Models,1,52,66
List Of Statistical Packages,Machine Learning,1,52,53
List Of Statistical Packages,Statistical Learning Theory,1,52,79
List Of Statistical Packages,Data Mining,1,52,19
List Of Statistical Packages,Database,1,52,23
List Of Statistical Packages,Data Engineering,1,52,18
List Of Statistical Packages,Pattern Recognition And Learning,1,52,61
List Of Statistical Packages,Data Visualization,1,52,21
List Of Statistical Packages,Predictive Analytics,1,52,65
List Of Statistical Packages,Uncertainty Modeling,1,52,83
List Of Statistical Packages,Data Warehousing,1,52,22
List Of Statistical Packages,Data Compression,1,52,17
List Of Statistical Packages,Computer Programming,1,52,12
List Of Statistical Packages,Artificial Intelligence,1,52,2
List Of Statistical Packages,High Performance Computing,1,52,38
List Of Statistical Packages,Big Data,1,52,4
List Of Statistical Packages,Machine Learning,1,52,53
List Of Statistical Packages,Machine Translation,1,52,54
List Of Statistical Packages,Speech Recognition,1,52,76
List Of Statistical Packages,Robotics,1,52,68
List Of Statistical Packages,Search Engines,1,52,71
List Of Statistical Packages,Digital Economy,1,52,26
List Of Statistical Packages,Biological Sciences,1,52,5
List Of Statistical Packages,Medical Informatics,1,52,57
List Of Statistical Packages,Health Care,1,52,37
List Of Statistical Packages,Social Sciences,1,52,74
List Of Statistical Packages,Humanities,1,52,40
List Of Statistical Packages,Economics,1,52,30
List Of Statistical Packages,Business,1,52,7
List Of Statistical Packages,Finance,1,52,33
List Of Statistical Packages,Data Mining,1,52,19
List Of Statistical Packages,Data Analysis,1,52,16
List Of Statistical Packages,Harvard Business Review,1,52,36
List Of Statistical Packages,The Data Incubator,1,52,82
List Of Statistical Packages,Datalogy,1,52,24
List Of Statistical Packages,Computer Science,1,52,13
List Of Statistical Packages,Peter Naur,1,52,62
List Of Statistical Packages,University Of Michigan,1,52,84
List Of Statistical Packages,Prasanta Chandra Mahalanobis,1,52,64
List Of Statistical Packages,Indian Statistical Institute,1,52,41
List Of Statistical Packages,Dj Patil,1,52,28
List Of Statistical Packages,Jeff Hammerbacher,1,52,48
List Of Statistical Packages,Statistics,1,52,81
List Of Statistical Packages,Forbes,1,52,34
List Of Statistical Packages,Buzzword,1,52,9
List Of Statistical Packages,Business Analytics,1,52,8
List Of Statistical Packages,American Statistical Association,1,52,0
List Of Statistical Packages,Nate Silver,1,52,59
List Of Statistical Packages,List Of Statistical Packages,1,52,52
List Of Statistical Packages,Digital Object Identifier,1,52,27
List Of Statistical Packages,Forbes,1,52,34
List Of Statistical Packages,International Standard Book Number,1,52,47
List Of Statistical Packages,International Standard Book Number,1,52,47
List Of Statistical Packages,Data Science,1,52,20
List Of Statistical Packages,Data Science,1,52,20
List Of Statistical Packages,Main Page,1,52,55
List Of Statistical Packages,Main Page,1,52,55
Nate Silver,Information Science,1,59,45
Nate Silver,Statistics,1,59,81
Nate Silver,Data Visualization,1,59,21
Nate Silver,Exploratory Data Analysis,1,59,32
Nate Silver,Information Design,1,59,44
Nate Silver,Interactive Data Visualization,1,59,46
Nate Silver,Descriptive Statistics,1,59,25
Nate Silver,Statistical Inference,1,59,78
Nate Silver,Statistical Graphics,1,59,77
Nate Silver,Data Analysis,1,59,16
Nate Silver,Infographic,1,59,42
Nate Silver,Edward Tufte,1,59,31
Nate Silver,Hadley Wickham,1,59,35
Nate Silver,Drew Conway,1,59,29
Nate Silver,Line Chart,1,59,51
Nate Silver,Bar Chart,1,59,3
Nate Silver,Histogram,1,59,39
Nate Silver,Scatterplot,1,59,70
Nate Silver,Boxplot,1,59,6
Nate Silver,Pareto Chart,1,59,60
Nate Silver,Pie Chart,1,59,63
Nate Silver,Area Chart,1,59,1
Nate Silver,Control Chart,1,59,14
Nate Silver,Run Chart,1,59,69
Nate Silver,Cartogram,1,59,10
Nate Silver,Small Multiple,1,59,73
Nate Silver,Sparkline,1,59,75
Nate Silver,Data,1,59,15
Nate Silver,Information,1,59,43
Nate Silver,Big Data,1,59,4
Nate Silver,Database,1,59,23
Nate Silver,Chartjunk,1,59,11
Nate Silver,Visual Perception,1,59,85
Nate Silver,Regression Analysis,1,59,67
Nate Silver,Statistical Model,1,59,80
Nate Silver,Misleading Graph,1,59,58
Nate Silver,Knowledge,1,59,49
Nate Silver,Data,1,59,15
Nate Silver,Statistics,1,59,81
Nate Silver,Data Mining,1,59,19
Nate Silver,Predictive Analytics,1,59,65
Nate Silver,Knowledge Discovery In Databases,1,59,50
Nate Silver,Mathematics,1,59,56
Nate Silver,Statistics,1,59,81
Nate Silver,Information Science,1,59,45
Nate Silver,Computer Science,1,59,13
Nate Silver,Signal Processing,1,59,72
Nate Silver,Probability Models,1,59,66
Nate Silver,Machine Learning,1,59,53
Nate Silver,Statistical Learning Theory,1,59,79
Nate Silver,Data Mining,1,59,19
Nate Silver,Database,1,59,23
Nate Silver,Data Engineering,1,59,18
Nate Silver,Pattern Recognition And Learning,1,59,61
Nate Silver,Data Visualization,1,59,21
Nate Silver,Predictive Analytics,1,59,65
Nate Silver,Uncertainty Modeling,1,59,83
Nate Silver,Data Warehousing,1,59,22
Nate Silver,Data Compression,1,59,17
Nate Silver,Computer Programming,1,59,12
Nate Silver,Artificial Intelligence,1,59,2
Nate Silver,High Performance Computing,1,59,38
Nate Silver,Big Data,1,59,4
Nate Silver,Machine Learning,1,59,53
Nate Silver,Machine Translation,1,59,54
Nate Silver,Speech Recognition,1,59,76
Nate Silver,Robotics,1,59,68
Nate Silver,Search Engines,1,59,71
Nate Silver,Digital Economy,1,59,26
Nate Silver,Biological Sciences,1,59,5
Nate Silver,Medical Informatics,1,59,57
Nate Silver,Health Care,1,59,37
Nate Silver,Social Sciences,1,59,74
Nate Silver,Humanities,1,59,40
Nate Silver,Economics,1,59,30
Nate Silver,Business,1,59,7
Nate Silver,Finance,1,59,33
Nate Silver,Data Mining,1,59,19
Nate Silver,Data Analysis,1,59,16
Nate Silver,Harvard Business Review,1,59,36
Nate Silver,The Data Incubator,1,59,82
Nate Silver,Datalogy,1,59,24
Nate Silver,Computer Science,1,59,13
Nate Silver,Peter Naur,1,59,62
Nate Silver,University Of Michigan,1,59,84
Nate Silver,Prasanta Chandra Mahalanobis,1,59,64
Nate Silver,Indian Statistical Institute,1,59,41
Nate Silver,Dj Patil,1,59,28
Nate Silver,Jeff Hammerbacher,1,59,48
Nate Silver,Statistics,1,59,81
Nate Silver,Forbes,1,59,34
Nate Silver,Buzzword,1,59,9
Nate Silver,Business Analytics,1,59,8
Nate Silver,American Statistical Association,1,59,0
Nate Silver,Nate Silver,1,59,59
Nate Silver,List Of Statistical Packages,1,59,52
Nate Silver,Digital Object Identifier,1,59,27
Nate Silver,Forbes,1,59,34
Nate Silver,International Standard Book Number,1,59,47
Nate Silver,International Standard Book Number,1,59,47
Nate Silver,Data Science,1,59,20
Nate Silver,Data Science,1,59,20
Nate Silver,Main Page,1,59,55
Nate Silver,Main Page,1,59,55
American Statistical Association,Information Science,1,0,45
American Statistical Association,Statistics,1,0,81
American Statistical Association,Data Visualization,1,0,21
American Statistical Association,Exploratory Data Analysis,1,0,32
American Statistical Association,Information Design,1,0,44
American Statistical Association,Interactive Data Visualization,1,0,46
American Statistical Association,Descriptive Statistics,1,0,25
American Statistical Association,Statistical Inference,1,0,78
American Statistical Association,Statistical Graphics,1,0,77
American Statistical Association,Data Analysis,1,0,16
American Statistical Association,Infographic,1,0,42
American Statistical Association,Edward Tufte,1,0,31
American Statistical Association,Hadley Wickham,1,0,35
American Statistical Association,Drew Conway,1,0,29
American Statistical Association,Line Chart,1,0,51
American Statistical Association,Bar Chart,1,0,3
American Statistical Association,Histogram,1,0,39
American Statistical Association,Scatterplot,1,0,70
American Statistical Association,Boxplot,1,0,6
American Statistical Association,Pareto Chart,1,0,60
American Statistical Association,Pie Chart,1,0,63
American Statistical Association,Area Chart,1,0,1
American Statistical Association,Control Chart,1,0,14
American Statistical Association,Run Chart,1,0,69
American Statistical Association,Cartogram,1,0,10
American Statistical Association,Small Multiple,1,0,73
American Statistical Association,Sparkline,1,0,75
American Statistical Association,Data,1,0,15
American Statistical Association,Information,1,0,43
American Statistical Association,Big Data,1,0,4
American Statistical Association,Database,1,0,23
American Statistical Association,Chartjunk,1,0,11
American Statistical Association,Visual Perception,1,0,85
American Statistical Association,Regression Analysis,1,0,67
American Statistical Association,Statistical Model,1,0,80
American Statistical Association,Misleading Graph,1,0,58
American Statistical Association,Knowledge,1,0,49
American Statistical Association,Data,1,0,15
American Statistical Association,Statistics,1,0,81
American Statistical Association,Data Mining,1,0,19
American Statistical Association,Predictive Analytics,1,0,65
American Statistical Association,Knowledge Discovery In Databases,1,0,50
American Statistical Association,Mathematics,1,0,56
American Statistical Association,Statistics,1,0,81
American Statistical Association,Information Science,1,0,45
American Statistical Association,Computer Science,1,0,13
American Statistical Association,Signal Processing,1,0,72
